[35,[0],	[[233,0],[86,0],[362,0],[58,0],[474,0],[186,0],[99,0],[14,0],[601,0],[603,0],[150,0],[261,0],[272,0],[30,0],[375,0],[247,0],[166,0],[88,0],[22,0],[48,0],[326,0],[45,0],[550,0],[549,0],[11,0],[175,0],[371,0],[527,0],[53,0],[13,0],[533,0],[143,0],[499,0],[524,0],[451,0],[370,0],[244,0],[306,0],[304,0],[460,0],[28,0],[125,0],[218,0],[131,0],[255,0],[195,0],[282,0],[561,0],[211,0],[565,0],[519,0],[390,0],[506,0],[139,0],[205,0]]]
[36,[0],	[[86,0],[58,0],[601,0],[421,0],[261,0],[541,0],[501,0],[89,0],[43,0],[140,0],[371,0],[53,0],[13,0],[460,0],[383,0]]]
[37,[0],	[[58,0],[568,0]]]
[38,[0],	[[58,0],[272,0]]]
[39,[0],	[[255,0],[539,0],[396,0],[77,0],[86,0],[58,0],[474,0],[385,0],[186,0],[174,0],[441,0],[182,0],[14,0],[450,0],[601,0],[200,0],[603,0],[421,0],[459,0],[272,0],[30,0],[363,0],[184,0],[498,0],[354,0],[316,0],[375,0],[517,0],[247,0],[478,0],[528,0],[415,0],[48,0],[488,0],[45,0],[133,0],[98,0],[461,0],[207,0],[549,0],[46,0],[49,0],[299,0],[274,0],[10,0],[53,0],[406,0],[240,0],[480,0],[355,0],[305,0],[117,0],[244,0],[507,0],[352,0],[148,0],[96,0],[106,0],[289,0],[561,0],[201,0],[565,0],[606,0],[105,0],[558,0],[190,0]]]
[40,[0],	[[58,0]]]
[41,[0],	[[58,0]]]
[42,[0],	[[58,0]]]
[43,[0],	[[22,0],[396,0],[77,0],[362,0],[248,0],[58,0],[385,0],[174,0],[441,0],[462,0],[14,0],[603,0],[325,0],[421,0],[459,0],[261,0],[541,0],[184,0],[316,0],[393,0],[196,0],[249,0],[285,0],[48,0],[424,0],[488,0],[45,0],[116,0],[199,0],[46,0],[49,0],[594,0],[100,0],[319,0],[210,0],[13,0],[533,0],[482,0],[446,0],[36,0],[352,0],[82,0],[15,0]]]
[44,[0],	[[58,0],[595,0]]]
[45,[0],	[[180,0],[539,0],[476,0],[396,0],[587,0],[362,0],[270,0],[58,0],[385,0],[221,0],[186,0],[441,0],[462,0],[14,0],[450,0],[601,0],[200,0],[603,0],[325,0],[421,0],[541,0],[272,0],[30,0],[184,0],[498,0],[354,0],[316,0],[517,0],[501,0],[340,0],[247,0],[166,0],[88,0],[276,0],[338,0],[22,0],[528,0],[415,0],[285,0],[48,0],[326,0],[43,0],[133,0],[431,0],[98,0],[123,0],[549,0],[39,0],[46,0],[511,0],[371,0],[290,0],[319,0],[53,0],[406,0],[439,0],[355,0],[305,0],[268,0],[244,0],[306,0],[507,0],[446,0],[341,0],[400,0],[357,0],[82,0],[15,0],[35,0],[255,0],[493,0],[106,0],[289,0],[561,0],[201,0],[226,0],[606,0],[158,0],[105,0],[558,0],[532,0]]]
[46,[0],	[[226,0],[396,0],[77,0],[362,0],[58,0],[474,0],[385,0],[186,0],[174,0],[441,0],[103,0],[14,0],[450,0],[200,0],[120,0],[603,0],[325,0],[421,0],[541,0],[272,0],[30,0],[375,0],[517,0],[501,0],[247,0],[415,0],[118,0],[48,0],[326,0],[43,0],[45,0],[133,0],[98,0],[549,0],[39,0],[355,0],[507,0],[82,0],[493,0],[561,0],[201,0],[565,0],[606,0],[519,0],[105,0],[558,0]]]
[47,[0],	[[412,0],[428,0],[512,0],[309,0],[586,0],[382,0],[213,0],[394,0],[248,0],[220,0],[58,0],[457,0],[387,0],[56,0],[440,0],[427,0],[579,0],[16,0],[403,0],[601,0],[325,0],[573,0],[421,0],[375,0],[207,0],[156,0],[533,0],[162,0]]]
[48,[0],	[[11,0],[539,0],[396,0],[556,0],[362,0],[270,0],[58,0],[474,0],[385,0],[186,0],[174,0],[441,0],[462,0],[14,0],[450,0],[601,0],[603,0],[325,0],[150,0],[421,0],[459,0],[261,0],[541,0],[272,0],[283,0],[363,0],[184,0],[610,0],[498,0],[354,0],[375,0],[501,0],[393,0],[88,0],[478,0],[22,0],[415,0],[326,0],[43,0],[45,0],[133,0],[98,0],[463,0],[461,0],[116,0],[207,0],[549,0],[39,0],[46,0],[49,0],[175,0],[371,0],[454,0],[156,0],[533,0],[399,0],[524,0],[244,0],[306,0],[391,0],[507,0],[82,0],[460,0],[218,0],[35,0],[351,0],[7,0],[255,0],[606,0],[519,0],[185,0],[381,0],[147,0],[215,0],[81,0],[475,0]]]
[49,[0],	[[539,0],[396,0],[77,0],[86,0],[362,0],[248,0],[58,0],[474,0],[385,0],[441,0],[14,0],[601,0],[603,0],[421,0],[459,0],[541,0],[272,0],[363,0],[72,0],[501,0],[393,0],[196,0],[249,0],[22,0],[285,0],[48,0],[43,0],[424,0],[488,0],[461,0],[116,0],[199,0],[39,0],[175,0],[594,0],[100,0],[319,0],[210,0],[53,0],[406,0],[439,0],[399,0],[52,0],[306,0],[154,0],[482,0],[446,0],[188,0],[82,0],[234,0],[215,0]]]
[50,[0],	[[14,0],[58,0],[385,0],[603,0],[421,0],[272,0],[184,0],[297,0],[247,0],[338,0],[528,0],[488,0],[461,0],[53,0],[117,0],[335,0]]]
[51,[0],	[[186,0],[249,0],[319,0],[53,0],[605,0],[312,0],[164,0],[196,0],[58,0],[385,0]]]
[52,[0],	[[196,0],[49,0],[319,0],[240,0],[601,0],[305,0],[539,0],[58,0],[188,0]]]
[53,[0],	[[399,0],[278,0],[539,0],[86,0],[362,0],[58,0],[474,0],[385,0],[225,0],[186,0],[99,0],[104,0],[182,0],[14,0],[450,0],[601,0],[603,0],[421,0],[261,0],[541,0],[272,0],[30,0],[498,0],[316,0],[375,0],[501,0],[393,0],[247,0],[166,0],[88,0],[478,0],[22,0],[415,0],[488,0],[45,0],[133,0],[116,0],[199,0],[39,0],[49,0],[11,0],[175,0],[538,0],[319,0],[527,0],[452,0],[359,0],[380,0],[406,0],[439,0],[13,0],[143,0],[499,0],[524,0],[233,0],[305,0],[451,0],[370,0],[117,0],[306,0],[482,0],[176,0],[304,0],[349,0],[605,0],[300,0],[36,0],[352,0],[96,0],[460,0],[28,0],[218,0],[35,0],[131,0],[351,0],[255,0],[195,0],[493,0],[137,0],[51,0],[520,0],[414,0],[289,0],[282,0],[561,0],[211,0],[575,0],[50,0],[164,0],[139,0],[194,0],[532,0],[205,0],[250,0],[323,0],[373,0]]]
[54,[0],	[[58,0],[285,0],[311,0],[286,0],[421,0]]]
[55,[0],	[[58,0],[234,0]]]
[56,[0],	[[287,0],[573,0],[47,0],[309,0],[586,0],[588,0],[388,0],[440,0],[17,0],[494,0],[557,0],[427,0],[589,0],[192,0]]]
[57,[0],	[[58,0],[441,0],[30,0],[88,0],[299,0],[370,0],[352,0]]]
[58,[0],	[[248,0],[278,0],[539,0],[47,0],[477,0],[476,0],[583,0],[396,0],[542,0],[569,0],[77,0],[512,0],[203,0],[556,0],[309,0],[213,0],[86,0],[362,0],[394,0],[220,0],[473,0],[474,0],[385,0],[330,0],[388,0],[387,0],[225,0],[60,0],[440,0],[275,0],[197,0],[186,0],[174,0],[441,0],[99,0],[73,0],[182,0],[16,0],[462,0],[103,0],[55,0],[502,0],[403,0],[273,0],[14,0],[4,0],[450,0],[601,0],[200,0],[120,0],[189,0],[153,0],[79,0],[318,0],[180,0],[603,0],[325,0],[150,0],[598,0],[548,0],[589,0],[421,0],[459,0],[564,0],[261,0],[600,0],[449,0],[592,0],[541,0],[272,0],[30,0],[94,0],[283,0],[184,0],[610,0],[498,0],[347,0],[354,0],[316,0],[375,0],[292,0],[334,0],[72,0],[297,0],[308,0],[366,0],[517,0],[501,0],[529,0],[336,0],[393,0],[340,0],[89,0],[247,0],[166,0],[88,0],[276,0],[338,0],[196,0],[249,0],[258,0],[478,0],[22,0],[528,0],[38,0],[415,0],[223,0],[492,0],[567,0],[202,0],[285,0],[48,0],[326,0],[43,0],[424,0],[488,0],[178,0],[45,0],[133,0],[311,0],[550,0],[431,0],[98,0],[461,0],[140,0],[116,0],[123,0],[199,0],[207,0],[434,0],[549,0],[39,0],[46,0],[511,0],[49,0],[11,0],[299,0],[132,0],[594,0],[371,0],[454,0],[156,0],[100,0],[171,0],[217,0],[274,0],[554,0],[209,0],[65,0],[63,0],[314,0],[466,0],[80,0],[157,0],[422,0],[538,0],[10,0],[319,0],[210,0],[97,0],[453,0],[527,0],[53,0],[240,0],[13,0],[280,0],[480,0],[143,0],[499,0],[399,0],[524,0],[355,0],[233,0],[305,0],[245,0],[451,0],[342,0],[301,0],[370,0],[268,0],[547,0],[52,0],[170,0],[117,0],[244,0],[306,0],[391,0],[507,0],[611,0],[1,0],[320,0],[154,0],[208,0],[436,0],[376,0],[236,0],[160,0],[482,0],[176,0],[446,0],[304,0],[523,0],[126,0],[257,0],[349,0],[605,0],[129,0],[188,0],[324,0],[62,0],[187,0],[341,0],[264,0],[400,0],[386,0],[361,0],[339,0],[214,0],[74,0],[438,0],[300,0],[328,0],[18,0],[36,0],[219,0],[357,0],[232,0],[85,0],[352,0],[148,0],[96,0],[82,0],[568,0],[460,0],[383,0],[418,0],[112,0],[119,0],[329,0],[426,0],[585,0],[430,0],[15,0],[28,0],[486,0],[84,0],[128,0],[168,0],[570,0],[312,0],[500,0],[179,0],[514,0],[411,0],[136,0],[165,0],[125,0],[218,0],[35,0],[131,0],[351,0],[146,0],[7,0],[169,0],[344,0],[553,0],[607,0],[66,0],[497,0],[417,0],[379,0],[152,0],[458,0],[255,0],[195,0],[493,0],[106,0],[183,0],[145,0],[137,0],[51,0],[537,0],[520,0],[377,0],[286,0],[414,0],[262,0],[289,0],[282,0],[402,0],[561,0],[211,0],[575,0],[201,0],[565,0],[234,0],[346,0],[163,0],[226,0],[263,0],[606,0],[519,0],[185,0],[381,0],[147,0],[215,0],[81,0],[475,0],[518,0],[158,0],[105,0],[558,0],[50,0],[57,0],[425,0],[333,0],[279,0],[190,0],[294,0],[92,0],[560,0],[353,0],[296,0],[164,0],[5,0],[390,0],[448,0],[506,0],[139,0],[194,0],[291,0],[295,0],[113,0],[54,0],[532,0],[121,0],[205,0],[193,0],[544,0],[489,0],[90,0],[545,0],[224,0],[237,0],[83,0],[389,0],[256,0],[172,0],[419,0],[250,0],[323,0],[373,0],[238,0],[521,0],[69,0],[317,0],[267,0],[447,0],[491,0],[227,0],[101,0],[229,0],[115,0],[395,0],[604,0],[3,0],[429,0],[372,0],[590,0],[343,0],[582,0],[413,0],[445,0],[138,0],[242,0],[135,0],[536,0],[303,0],[19,0],[269,0],[161,0],[8,0],[496,0],[321,0],[26,0],[551,0],[358,0],[374,0],[102,0],[87,0],[578,0],[404,0],[470,0],[241,0],[513,0],[108,0],[331,0],[432,0],[252,0],[23,0],[367,0],[265,0],[271,0],[332,0],[566,0],[25,0],[443,0],[505,0],[235,0],[310,0],[191,0],[401,0],[483,0],[543,0],[31,0],[251,0],[348,0],[70,0],[142,0],[12,0],[599,0],[581,0],[127,0],[198,0],[408,0],[327,0],[392,0],[503,0],[313,0],[364,0],[71,0],[456,0],[322,0],[464,0],[580,0],[593,0],[68,0],[34,0],[76,0],[487,0],[555,0],[335,0],[149,0],[469,0],[423,0],[572,0],[468,0],[410,0],[2,0],[222,0],[109,0],[315,0],[485,0],[526,0],[21,0],[110,0],[345,0],[243,0],[228,0],[91,0],[584,0],[442,0],[510,0],[284,0],[155,0],[75,0],[173,0],[41,0],[67,0],[563,0],[531,0],[378,0],[141,0],[281,0],[525,0],[504,0],[44,0],[595,0],[437,0],[509,0],[597,0],[61,0],[609,0],[465,0],[420,0],[277,0],[490,0],[204,0],[159,0],[20,0],[212,0],[516,0],[298,0],[471,0],[130,0],[369,0],[107,0],[93,0],[522,0],[6,0],[467,0],[206,0],[455,0],[239,0],[24,0],[435,0],[181,0],[608,0],[596,0],[151,0],[534,0],[231,0],[552,0],[33,0],[602,0],[350,0],[124,0],[515,0],[37,0],[288,0],[484,0],[40,0],[577,0],[479,0],[562,0],[122,0],[42,0],[337,0],[253,0],[384,0],[495,0],[574,0],[246,0],[167,0],[177,0],[59,0],[409,0],[368,0],[559,0]]]
[59,[0],	[[409,0],[58,0]]]
[60,[0],	[[233,0],[58,0],[225,0],[601,0]]]
[61,[0],	[[58,0],[609,0]]]
[62,[0],	[[77,0],[58,0],[385,0],[160,0]]]
[63,[0],	[[528,0],[309,0],[586,0],[58,0],[385,0],[287,0]]]
[64,[0],	[[457,0],[530,0],[388,0],[114,0],[405,0],[307,0]]]
[65,[0],	[[232,0],[58,0]]]
[66,[0],	[[58,0],[392,0],[503,0]]]
[67,[0],	[[58,0]]]
[68,[0],	[[58,0],[34,0]]]
[69,[0],	[[138,0],[58,0],[14,0],[272,0],[316,0],[521,0],[445,0]]]
[70,[0],	[[58,0]]]
[71,[0],	[[58,0],[313,0],[364,0]]]
[72,[0],	[[219,0],[477,0],[77,0],[58,0],[385,0],[14,0],[450,0],[459,0],[261,0],[272,0],[30,0],[340,0],[196,0],[49,0],[594,0],[446,0],[352,0],[165,0],[561,0],[565,0],[226,0],[532,0]]]
[73,[0],	[[162,0],[203,0],[58,0],[421,0],[207,0],[554,0],[209,0]]]
[74,[0],	[[58,0],[214,0]]]
[75,[0],	[[58,0]]]
[76,[0],	[[58,0],[503,0]]]
[77,[0],	[[39,0],[396,0],[362,0],[58,0],[385,0],[441,0],[14,0],[450,0],[603,0],[421,0],[459,0],[72,0],[340,0],[276,0],[196,0],[249,0],[285,0],[43,0],[431,0],[46,0],[511,0],[49,0],[594,0],[100,0],[319,0],[210,0],[406,0],[436,0],[376,0],[236,0],[160,0],[482,0],[176,0],[446,0],[304,0],[523,0],[126,0],[257,0],[349,0],[605,0],[129,0],[188,0],[324,0],[62,0]]]
[78,[0],	[[601,0],[272,0],[567,0]]]
[79,[0],	[[58,0],[387,0],[460,0],[383,0],[106,0],[183,0]]]
[80,[0],	[[14,0],[162,0],[248,0],[58,0],[536,0]]]
[81,[0],	[[58,0],[388,0],[601,0],[603,0],[184,0],[48,0],[549,0],[475,0],[544,0],[489,0],[419,0]]]
[82,[0],	[[48,0],[58,0],[474,0],[186,0],[441,0],[272,0],[363,0],[354,0],[276,0],[22,0],[528,0],[43,0],[45,0],[98,0],[461,0],[199,0],[549,0],[46,0],[49,0],[100,0]]]
[83,[0],	[[541,0],[272,0],[454,0],[533,0],[58,0],[306,0],[460,0],[519,0]]]
[84,[0],	[[22,0],[254,0],[362,0],[58,0],[258,0],[346,0]]]
[85,[0],	[[270,0],[58,0],[441,0],[601,0],[375,0],[196,0],[549,0],[126,0],[148,0],[96,0],[520,0]]]
[86,[0],	[[396,0],[539,0],[477,0],[254,0],[587,0],[362,0],[270,0],[58,0],[385,0],[225,0],[221,0],[441,0],[462,0],[273,0],[14,0],[601,0],[200,0],[120,0],[603,0],[548,0],[421,0],[459,0],[261,0],[592,0],[541,0],[272,0],[283,0],[184,0],[610,0],[498,0],[354,0],[316,0],[375,0],[292,0],[297,0],[501,0],[393,0],[340,0],[89,0],[247,0],[88,0],[196,0],[478,0],[22,0],[285,0],[424,0],[488,0],[431,0],[461,0],[140,0],[116,0],[207,0],[39,0],[49,0],[156,0],[100,0],[171,0],[466,0],[538,0],[10,0],[319,0],[97,0],[527,0],[53,0],[406,0],[13,0],[480,0],[143,0],[499,0],[399,0],[524,0],[233,0],[305,0],[245,0],[451,0],[342,0],[301,0],[370,0],[547,0],[117,0],[244,0],[306,0],[391,0],[482,0],[304,0],[18,0],[36,0],[430,0],[570,0],[35,0],[255,0],[493,0],[537,0],[520,0],[561,0],[606,0],[475,0],[518,0],[5,0],[506,0],[139,0],[194,0],[291,0],[205,0],[256,0],[317,0],[447,0],[395,0],[8,0],[496,0],[321,0],[26,0],[551,0]]]
[87,[0],	[[234,0],[58,0]]]
[88,[0],	[[133,0],[539,0],[396,0],[512,0],[86,0],[362,0],[58,0],[474,0],[275,0],[186,0],[441,0],[462,0],[14,0],[601,0],[200,0],[603,0],[325,0],[548,0],[421,0],[459,0],[261,0],[541,0],[272,0],[30,0],[363,0],[354,0],[316,0],[375,0],[297,0],[517,0],[501,0],[393,0],[340,0],[247,0],[166,0],[258,0],[22,0],[48,0],[488,0],[45,0],[550,0],[98,0],[207,0],[434,0],[549,0],[11,0],[175,0],[371,0],[156,0],[290,0],[527,0],[53,0],[439,0],[13,0],[533,0],[499,0],[524,0],[233,0],[451,0],[370,0],[306,0],[304,0],[460,0],[329,0],[218,0],[35,0],[351,0],[255,0],[195,0],[282,0],[561,0],[211,0],[575,0],[201,0],[606,0],[57,0],[390,0],[506,0],[121,0],[205,0]]]
[89,[0],	[[498,0],[539,0],[396,0],[86,0],[362,0],[58,0],[14,0],[601,0],[603,0],[421,0],[459,0],[261,0],[316,0],[375,0],[501,0],[393,0],[247,0],[488,0],[371,0],[10,0],[527,0],[13,0],[499,0],[399,0],[233,0],[451,0],[370,0],[36,0],[447,0]]]
[90,[0],	[[7,0],[556,0],[519,0],[150,0],[518,0],[58,0],[272,0],[22,0],[218,0]]]
[91,[0],	[[58,0]]]
[92,[0],	[[498,0],[58,0],[474,0],[385,0],[14,0],[603,0],[261,0],[272,0],[297,0],[247,0],[338,0],[528,0],[488,0],[133,0],[264,0],[361,0],[112,0]]]
[93,[0],	[[58,0]]]
[94,[0],	[[477,0],[396,0],[248,0],[58,0],[347,0]]]
[95,[0],	[[171,0],[254,0],[270,0],[388,0],[221,0],[29,0],[360,0],[179,0]]]
[96,[0],	[[58,0],[385,0],[14,0],[601,0],[272,0],[316,0],[196,0],[249,0],[528,0],[488,0],[39,0],[299,0],[594,0],[319,0],[210,0],[53,0],[406,0],[240,0],[117,0],[154,0],[482,0],[176,0],[126,0],[219,0],[85,0],[352,0],[148,0],[289,0],[229,0],[284,0],[509,0]]]
[97,[0],	[[539,0],[86,0],[58,0],[14,0],[283,0]]]
[98,[0],	[[441,0],[396,0],[362,0],[248,0],[58,0],[474,0],[385,0],[186,0],[182,0],[14,0],[450,0],[601,0],[200,0],[603,0],[421,0],[541,0],[272,0],[30,0],[363,0],[498,0],[517,0],[247,0],[88,0],[22,0],[415,0],[202,0],[285,0],[48,0],[45,0],[133,0],[39,0],[46,0],[439,0],[355,0],[305,0],[507,0],[82,0],[329,0],[289,0],[226,0],[606,0]]]
[99,[0],	[[58,0],[150,0],[421,0],[272,0],[247,0],[22,0],[488,0],[11,0],[100,0],[53,0],[370,0],[35,0],[512,0]]]
[100,[0],	[[354,0],[539,0],[396,0],[77,0],[86,0],[362,0],[58,0],[441,0],[99,0],[462,0],[14,0],[421,0],[459,0],[340,0],[196,0],[249,0],[478,0],[415,0],[285,0],[43,0],[461,0],[140,0],[49,0],[132,0],[274,0],[10,0],[319,0],[406,0],[533,0],[482,0],[18,0],[82,0],[537,0]]]
[101,[0],	[[58,0],[297,0]]]
[102,[0],	[[58,0],[234,0]]]
[103,[0],	[[258,0],[539,0],[396,0],[362,0],[248,0],[58,0],[474,0],[441,0],[462,0],[14,0],[450,0],[598,0],[548,0],[421,0],[459,0],[541,0],[30,0],[283,0],[316,0],[393,0],[247,0],[276,0],[22,0],[415,0],[207,0],[46,0],[132,0],[527,0],[533,0],[224,0]]]
[104,[0],	[[591,0],[14,0],[601,0],[362,0],[512,0],[247,0],[53,0],[270,0]]]
[105,[0],	[[362,0],[58,0],[45,0],[39,0],[46,0],[507,0],[558,0]]]
[106,[0],	[[79,0],[362,0],[58,0],[387,0],[30,0],[45,0],[39,0],[460,0],[383,0],[183,0],[201,0],[606,0]]]
[107,[0],	[[58,0],[179,0],[369,0]]]
[108,[0],	[[58,0]]]
[109,[0],	[[58,0]]]
[110,[0],	[[58,0]]]
[111,[0],	[[573,0],[512,0],[407,0],[601,0]]]
[112,[0],	[[352,0],[58,0],[174,0],[488,0],[133,0],[289,0],[92,0]]]
[113,[0],	[[421,0],[14,0],[316,0],[58,0]]]
[114,[0],	[[293,0],[309,0],[530,0],[457,0],[388,0],[387,0],[216,0],[405,0],[64,0],[307,0]]]
[115,[0],	[[58,0],[305,0],[352,0],[289,0]]]
[116,[0],	[[396,0],[539,0],[86,0],[58,0],[174,0],[441,0],[462,0],[421,0],[272,0],[297,0],[501,0],[48,0],[43,0],[133,0],[461,0],[49,0],[53,0],[244,0],[482,0],[446,0]]]
